"","id_piezometro","anno","media_nivel","n_medidas","sd_nivel"
"99","2440-4-0105",1974,238.838888888889,9,3.17504505654819
"100","2440-4-0105",1975,235.67875,8,1.71505466385186
"101","2440-4-0105",1976,232.025555555556,9,3.41465265843801
"102","2440-4-0105",1977,227.193333333333,9,3.12348763403987
"103","2440-4-0105",1978,225.931428571429,7,4.07441377612136
"104","2440-4-0105",1980,218.908888888889,9,4.07283207499537
"105","2440-4-0105",1981,206.756,5,5.8224333401079
"106","2440-4-0105",1982,205.8075,4,3.43544635624932
"107","2440-4-0105",1985,200.976666666667,6,3.26451629903523
"108","2440-4-0105",1986,210.399090909091,11,3.69068409524699
"109","2440-4-0105",1987,216.716666666667,9,2.28141951424984
"110","2440-4-0105",1988,221.266666666667,9,1.45332377672698
"111","2440-4-0105",1989,221.875,2,1.05358910396796
"112","2440-4-0106",1962,242.44,1,NA
"113","2440-4-0106",1965,272.003333333333,9,0.925432331399763
"114","2440-4-0106",1966,268.301428571429,14,1.15738336938814
"115","2440-4-0106",1967,265.747346938776,49,1.56034287833129
"116","2440-4-0106",1968,264.308,25,1.11507847257491
"117","2440-4-0106",1969,258.84875,8,1.71444649543644
"118","2440-4-0106",1970,260.46,1,NA
"119","2440-4-0106",1972,244.9725,8,2.48418282050946
"120","2440-4-0106",1973,241.0875,12,3.41525754386241
"121","2440-4-0106",1974,239.154,10,2.81402124291121
"122","2440-4-0106",1975,235.556666666667,9,2.42004132196126
"123","2440-4-0106",1976,235.485,2,2.34052344572745
"124","2440-4-0106",1978,223.36,4,2.98885708368042
"125","2440-4-0106",1979,221.59,1,NA
"126","2440-4-0106",1980,220.09,8,3.99011994091119
"127","2440-4-0106",1981,212.37375,8,4.46099264257888
"128","2440-4-0106",1982,208.1575,4,3.876092319162
"129","2440-4-0106",1985,206.515,6,2.54882521958647
"130","2440-4-0106",1986,213.081818181818,11,3.02707389464419
"131","2440-4-0106",1987,219.244444444444,9,2.03881774020577
"132","2440-4-0106",1988,223.556666666667,9,1.34621692159919
"133","2440-4-0106",1989,222.6,5,1.15866302262564
"134","2440-4-0106",1990,220.8275,8,1.03566058974109
"135","2440-4-0106",1991,220.0425,12,0.350016233389771
"136","2440-4-0106",1992,219.845,2,0.106066017177966
"137","2440-4-0106",1994,218.05,1,NA
"138","2440-4-0107",1962,242.74,1,NA
"139","2440-4-0107",1965,273.17,2,0.593969696196682
"140","2440-4-0107",1969,258.554,5,1.39058620732409
"141","2440-4-0107",1970,258.865,2,2.38294985259867
"142","2440-4-0107",1972,245.28,8,2.41085639792763
"143","2440-4-0107",1973,241.3025,12,3.15134927812315
